age,workclass,final_weight,education,Learning years,marital-status,occupation,relationship,sex,capital-gain,capital-loss,Workrate,native-country,label,Id,Difference
20,1,161978,1,9,6,2,2,2,0,0,40,1,1,2347,0
44,1,199191,1,9,1,8,4,1,0,0,30,1,1,2348,0
42,1,195508,6,7,1,11,1,2,0,0,40,1,1,2349,0
28,4,190836,1,9,1,4,1,2,0,0,50,1,0,2350,0
59,,160662,1,9,1,,1,2,2407,0,60,1,1,2351,2407
22,1,410439,1,9,3,4,3,2,0,0,55,1,1,2352,0
25,1,305472,11,12,5,2,2,2,0,0,48,1,1,2353,0
19,1,262601,1,9,5,6,2,1,0,0,14,1,1,2354,0
25,1,282063,10,4,1,9,1,2,0,0,40,3,1,2355,0
32,1,261059,2,10,5,6,3,2,0,0,50,1,1,2356,0
50,2,173020,2,10,1,7,1,2,0,0,40,1,1,2357,0
20,1,195770,2,10,5,8,2,2,0,0,26,1,1,2358,0
33,,152875,3,13,1,,4,1,0,0,40,China,1,2359,0
65,3,125768,2,10,2,8,3,1,0,0,28,1,1,2360,0
30,1,243165,1,9,1,5,1,2,0,0,40,1,1,2361,0
35,,169809,3,13,1,,1,2,0,0,20,1,1,2362,0
56,1,245215,15,16,1,3,1,2,0,0,50,1,1,2363,0
48,1,212120,1,9,1,2,1,2,0,0,40,1,0,2364,0
18,1,27620,1,9,5,8,3,1,0,0,25,1,1,2365,0
64,2,550848,8,6,1,5,1,2,0,0,40,1,0,2366,0
32,6,209691,3,13,1,7,1,2,0,0,50,2,1,2367,0
22,1,361138,1,9,5,9,6,2,0,0,50,1,1,2368,0
30,2,169496,3,13,1,1,1,2,0,0,40,1,0,2369,0
63,6,96930,11,12,1,4,1,2,0,0,40,1,0,2370,0
47,2,103406,1,9,1,1,1,2,0,0,40,1,1,2371,0
52,6,68015,2,10,1,4,1,2,0,0,90,1,0,2372,0
31,1,339482,16,2,1,2,1,2,0,0,40,3,1,2373,0
27,6,193868,1,9,5,4,3,2,0,0,50,1,1,2374,0
58,1,241056,2,10,2,8,5,1,0,0,46,1,1,2375,0
46,1,182128,4,14,2,3,5,1,6497,0,50,1,1,2376,6497
43,1,115178,5,11,1,8,4,1,0,0,40,1,0,2377,0
26,1,318934,8,6,1,9,1,2,0,0,40,1,1,2378,0
35,1,62669,2,10,1,5,1,2,0,0,55,1,0,2379,0
45,1,223319,2,10,2,4,2,2,0,0,45,1,1,2380,0
66,1,234743,2,10,1,5,1,2,0,0,50,1,1,2381,0
34,1,196164,1,9,5,6,3,1,0,0,35,1,1,2382,0
43,1,167265,3,13,1,7,1,2,0,0,84,1,0,2383,0
63,1,208862,1,9,5,7,3,2,0,0,40,1,1,2384,0
27,1,250314,12,5,1,12,1,2,0,0,40,Guatemala,1,2385,0
27,1,201872,2,10,1,4,1,2,0,0,50,1,1,2386,0
20,3,235894,2,10,5,10,2,2,0,0,40,1,1,2387,0
31,1,169104,3,13,5,4,2,2,0,0,40,,1,2388,0
43,3,227734,5,11,1,11,1,2,0,0,22,1,1,2389,0
42,2,367292,2,10,1,12,1,2,0,0,40,1,0,2390,0
33,1,415706,9,3,6,6,5,1,0,0,40,3,1,2391,0
37,1,122493,1,9,1,11,1,2,0,0,45,1,1,2392,0
61,1,227468,1,9,2,8,5,1,0,0,40,1,1,2393,0
46,6,112320,3,13,2,5,3,1,0,0,50,1,1,2394,0
25,1,198163,1,9,5,5,2,1,0,0,40,1,1,2395,0
34,1,200117,8,6,1,7,1,2,0,0,40,1,1,2396,0
37,1,361888,3,13,5,3,3,2,10520,0,40,1,0,2397,10520
49,4,275845,2,10,1,5,1,2,0,0,60,1,1,2398,0
50,6,283676,15,16,1,3,1,2,15024,0,60,1,0,2399,15024
17,1,186067,8,6,5,1,2,2,0,0,10,1,1,2400,0
48,1,102092,1,9,1,7,1,2,0,0,40,1,1,2401,0
49,1,38563,3,13,5,5,3,1,0,0,56,1,0,2402,0
27,1,267147,1,9,5,4,2,2,0,0,40,1,1,2403,0
76,1,199949,3,13,1,8,1,2,20051,0,50,1,0,2404,20051
30,1,460408,1,9,1,7,1,2,0,0,40,1,0,2405,0
46,1,353219,12,5,2,6,5,1,0,0,40,1,1,2406,0
72,1,497280,12,5,4,6,5,1,0,0,20,1,1,2407,0
54,6,175339,1,9,1,4,1,2,0,0,50,1,0,2408,0
42,1,266084,2,10,1,7,1,2,7298,0,45,1,0,2409,7298
25,1,130302,1,9,1,2,1,2,0,0,40,1,1,2410,0
20,1,250630,2,10,5,4,3,1,0,0,20,1,1,2411,0
66,,129476,3,13,1,,1,2,0,0,6,1,1,2412,0
43,,82077,2,10,2,,5,1,0,0,40,1,1,2413,0
45,1,102147,1,9,1,7,1,2,0,0,40,1,1,2414,0
36,1,272944,3,13,1,5,1,2,0,1887,40,1,0,2415,-1887
42,1,104647,1,9,2,6,3,2,0,0,40,1,1,2416,0
42,2,117583,15,16,2,3,3,1,8614,0,60,1,0,2417,8614
37,1,34146,1,9,1,7,1,2,0,0,68,1,1,2418,0
55,1,104724,15,16,1,3,1,2,0,0,40,1,0,2419,0
36,1,174887,2,10,5,1,3,1,0,0,40,1,1,2420,0
23,1,173851,2,10,5,7,3,2,0,0,40,1,1,2421,0
33,3,365908,1,9,1,6,1,2,2105,0,40,1,1,2422,2105
22,1,290504,1,9,1,7,1,2,0,0,40,1,1,2423,0
38,3,116608,1,9,1,8,4,1,0,0,35,1,0,2424,0
30,1,129707,2,10,1,4,1,2,0,1848,40,1,0,2425,-1848
55,1,61708,1,9,1,8,1,2,6418,0,50,1,0,2426,6418
40,4,29036,2,10,5,2,3,2,0,0,35,1,1,2427,0
29,2,214284,4,14,5,3,5,1,0,0,20,Taiwan,1,2428,0
47,1,359461,3,13,1,7,1,2,0,0,40,1,1,2429,0
21,1,117210,2,10,5,4,2,2,0,0,45,1,1,2430,0
37,1,224886,1,9,1,11,1,2,0,0,42,1,1,2431,0
36,3,174640,5,11,5,12,3,1,0,0,60,1,0,2432,0
26,1,227489,2,10,5,9,6,2,0,0,40,,1,2433,0
17,1,195505,8,6,5,4,2,2,0,0,5,1,1,2434,0
23,1,152189,11,12,5,6,3,2,0,0,40,1,1,2435,0
36,1,383518,2,10,1,8,4,1,99999,0,40,1,0,2436,99999
26,1,247455,3,13,1,4,4,1,5178,0,42,1,0,2437,5178
48,6,138370,4,14,3,4,3,2,0,0,50,India,1,2438,0
42,4,82161,8,6,4,11,5,2,0,0,35,1,1,2439,0
47,1,97176,2,10,2,5,5,1,0,0,40,1,1,2440,0
39,1,72338,4,14,1,3,1,2,0,0,40,Philippines,0,2441,0
43,1,39581,1,9,5,6,3,1,0,0,45,1,1,2442,0
34,1,185063,2,10,1,2,1,2,0,0,45,1,0,2443,0
51,1,110747,1,9,1,7,1,2,0,1887,40,1,0,2444,-1887
75,4,208426,13,15,1,3,1,2,0,0,35,1,1,2445,0
52,1,235307,3,13,1,3,1,2,0,0,40,1,0,2446,0
41,1,253759,1,9,5,4,5,1,0,0,40,1,1,2447,0
23,1,580248,1,9,5,1,3,1,0,0,40,1,1,2448,0
55,1,175942,15,16,1,3,1,2,0,1977,55,,0,2449,-1977
49,1,91251,1,9,1,6,1,2,0,0,40,China,1,2450,0
50,,346014,10,4,6,,2,1,0,0,20,1,1,2451,0
36,1,358373,1,9,6,2,3,1,0,0,36,1,1,2452,0
42,1,269028,15,16,1,3,1,2,0,0,40,France,1,2453,0
46,1,197332,4,14,1,3,1,2,7688,0,46,1,0,2454,7688
55,1,120970,8,6,1,7,1,2,0,0,40,1,0,2455,0
45,1,125194,6,7,5,2,3,1,0,0,40,1,1,2456,0
36,1,176050,2,10,1,2,1,2,0,0,40,1,1,2457,0
19,1,163015,2,10,5,4,2,1,0,0,20,1,1,2458,0
41,1,174395,4,14,1,3,1,2,0,0,40,1,0,2459,0
67,,129188,15,16,1,,1,2,20051,0,5,1,0,2460,20051
32,3,40444,4,14,5,3,3,2,0,0,50,1,1,2461,0
29,1,113464,1,9,5,11,6,2,0,0,40,4,1,2462,0
28,4,294398,2,10,5,2,3,2,0,0,40,1,1,2463,0
44,6,121352,2,10,1,5,1,2,0,0,50,1,1,2464,0
33,4,312055,3,13,1,4,1,2,0,0,45,1,0,2465,0
52,4,103794,5,11,2,3,3,1,0,0,35,1,1,2466,0
41,3,36924,2,10,1,8,1,2,0,0,40,1,0,2467,0
45,1,48495,3,13,1,3,1,2,0,0,42,1,0,2468,0
55,1,256953,1,9,4,2,5,1,0,0,44,1,1,2469,0
37,1,219546,3,13,1,5,6,2,3411,0,47,1,1,2470,3411
18,,127388,2,10,5,,2,1,0,0,40,1,1,2471,0
46,2,250821,13,15,1,5,1,2,15024,0,40,1,0,2472,15024
49,1,163229,1,9,2,7,3,2,0,0,50,1,1,2473,0
44,1,260046,1,9,2,11,3,2,0,0,40,1,1,2474,0
26,3,167261,3,13,5,3,3,1,0,0,40,1,1,2475,0
42,3,246862,2,10,2,1,3,1,3325,0,40,1,1,2476,3325
52,5,43705,2,10,1,6,1,2,0,0,50,1,1,2477,0
23,1,292023,1,9,5,5,3,2,0,0,45,1,1,2478,0
58,,150031,2,10,5,,3,1,0,0,40,1,1,2479,0
51,4,156802,1,9,1,10,1,2,3103,0,60,1,0,2480,3103
34,1,97355,2,10,2,4,3,1,0,0,60,1,1,2481,0
47,1,148884,1,9,1,11,1,2,0,0,60,1,1,2482,0
27,1,127796,9,3,5,10,3,2,0,0,35,3,1,2483,0
60,,160155,3,13,1,,1,2,0,0,12,1,1,2484,0
45,1,178922,1,9,5,4,3,1,0,0,20,1,1,2485,0
43,1,211128,4,14,2,5,3,1,0,0,50,1,0,2486,0
47,3,154033,2,10,2,3,3,1,0,1876,40,1,1,2487,-1876
60,1,224097,1,9,1,7,1,2,0,0,40,1,1,2488,0
23,1,77581,3,13,5,5,2,2,0,0,40,1,1,2489,0
37,1,175643,1,9,1,10,1,2,0,0,30,1,1,2490,0
61,4,36671,1,9,1,10,1,2,0,2352,50,1,1,2491,-2352
43,4,144218,14,8,1,11,1,2,0,0,60,1,1,2492,0
19,1,85690,1,9,5,2,5,2,0,0,30,1,1,2493,0
58,6,78104,2,10,1,5,1,2,7298,0,60,1,0,2494,7298
29,1,146719,1,9,5,11,3,1,0,0,45,1,1,2495,0
67,4,268514,3,13,2,3,3,2,0,0,40,1,1,2496,0
25,1,141876,1,9,3,5,3,2,0,0,45,1,1,2497,0
47,1,200734,3,13,5,5,5,1,0,0,45,1,1,2498,0
26,1,150361,3,13,5,3,3,1,0,0,40,1,1,2499,0
20,,114969,1,9,5,,2,2,0,0,40,1,1,2500,0
51,1,183709,5,11,6,3,5,1,0,0,40,1,1,2501,0
28,2,381789,2,10,6,5,2,2,0,2339,40,1,1,2502,-2339
48,4,370119,2,10,1,5,1,2,0,0,40,1,0,2503,0
40,1,180032,4,14,5,3,3,1,0,1669,40,1,1,2504,-1669
18,1,137363,1,9,5,8,2,1,0,0,40,1,1,2505,0
23,1,38238,3,13,5,6,2,2,0,0,40,1,1,2506,0
32,3,100135,1,9,2,8,5,1,0,0,40,1,1,2507,0
49,,171411,12,5,2,,3,2,0,0,40,1,1,2508,0
18,,97318,1,9,5,,2,1,0,0,35,1,1,2509,0
57,1,73411,2,10,1,7,1,2,0,0,40,1,0,2510,0
29,1,135296,5,11,5,8,2,1,0,0,40,1,1,2511,0
19,1,244115,1,9,5,6,2,2,0,0,30,1,1,2512,0
35,1,241998,1,9,1,7,1,2,0,0,40,1,0,2513,0
48,1,176917,1,9,1,7,1,2,0,0,55,1,1,2514,0
37,1,198216,11,12,2,1,3,1,0,0,40,1,1,2515,0
30,1,154120,3,13,5,4,3,2,0,0,65,1,1,2516,0
56,1,28729,6,7,6,2,3,1,0,0,40,1,1,2517,0
64,,211360,1,9,4,,3,1,0,0,30,1,1,2518,0
35,1,194809,6,7,2,2,5,1,0,0,40,1,1,2519,0
49,6,197332,2,10,1,4,1,2,0,0,60,1,1,2520,0
21,,138575,1,9,5,,6,2,0,0,60,1,1,2521,0
23,1,176262,5,11,5,8,6,1,0,0,36,1,1,2522,0
36,3,217414,2,10,2,12,5,2,0,0,55,1,1,2523,0
20,,201490,2,10,5,,2,2,0,0,40,1,1,2524,0
32,1,231043,1,9,1,7,1,2,5178,0,48,1,0,2525,5178
33,1,106938,1,9,1,1,4,1,0,0,38,1,1,2526,0
27,,501172,2,10,1,,1,2,0,419,20,3,1,2527,-419
24,5,191073,1,9,5,14,2,2,0,0,40,1,1,2528,0
21,1,143604,1,9,5,8,2,1,0,0,40,1,1,2529,0
57,4,225913,2,10,1,11,1,2,0,0,45,1,0,2530,0
35,2,349066,1,9,2,2,2,2,0,0,40,1,1,2531,0
22,1,167868,1,9,5,4,3,1,0,0,30,1,1,2532,0
63,1,213945,3,13,1,4,1,2,15024,0,40,Iran,0,2533,15024
59,1,207391,1,9,2,2,3,2,0,0,40,1,1,2534,0
22,1,221533,1,9,5,6,3,2,0,0,20,1,1,2535,0
51,1,145114,1,9,2,8,3,1,0,0,40,1,1,2536,0
51,1,85423,1,9,1,4,1,2,0,0,55,1,0,2537,0
47,,111563,5,11,2,,3,2,0,0,40,1,1,2538,0
57,1,214619,2,10,1,7,1,2,0,0,40,1,1,2539,0
70,1,206232,8,6,1,2,1,2,0,0,50,1,1,2540,0
53,1,209022,6,7,2,6,3,1,0,0,37,1,1,2541,0
40,1,306225,1,9,2,7,3,1,0,0,40,Japan,1,2542,0
38,1,49020,1,9,1,7,1,2,0,0,40,1,1,2543,0
33,6,144949,3,13,1,4,1,2,0,0,65,1,1,2544,0
39,1,99527,1,9,1,7,1,2,0,0,40,1,0,2545,0
35,1,257416,5,11,5,7,2,2,0,0,40,1,1,2546,0
20,4,54152,2,10,5,7,3,1,0,0,35,1,1,2547,0
34,4,313729,3,13,1,4,1,2,0,0,60,1,0,2548,0
18,6,38307,6,7,5,10,2,2,0,0,30,1,1,2549,0
45,1,122195,1,9,4,7,5,1,0,0,40,1,1,2550,0
34,5,341051,4,14,1,8,1,2,0,0,50,1,0,2551,0
65,1,129426,2,10,4,8,3,1,0,0,40,1,1,2552,0
59,1,202682,1,9,1,7,1,2,0,0,40,1,1,2553,0
37,1,82576,13,15,2,3,3,2,14084,0,36,1,0,2554,14084
67,4,124470,1,9,1,10,1,2,0,0,60,1,1,2555,0
40,2,175304,2,10,2,4,3,1,0,0,40,1,1,2556,0
33,1,132601,2,10,1,5,1,2,0,0,45,1,1,2557,0
44,1,147265,4,14,1,3,1,2,0,0,40,1,0,2558,0
62,1,109463,2,10,6,4,5,1,0,1617,33,1,1,2559,-1617
32,1,80058,6,7,2,4,3,2,0,0,43,1,0,2560,0
55,5,189985,2,10,2,8,5,1,0,0,40,1,1,2561,0
49,1,189462,1,9,1,7,1,2,0,0,40,1,1,2562,0
44,1,124924,1,9,1,5,1,2,0,0,40,3,1,2563,0
42,1,111483,3,13,1,1,1,2,0,0,50,1,0,2564,0
40,1,83953,2,10,1,11,1,2,0,0,50,1,0,2565,0
62,3,136787,1,9,2,11,6,2,0,0,40,1,1,2566,0
28,1,452808,8,6,5,9,3,2,0,0,40,1,1,2567,0
37,2,210452,4,14,1,5,1,2,0,0,38,1,1,2568,0
46,4,80914,4,14,2,5,3,2,0,0,30,1,1,2569,0
30,1,154587,1,9,5,6,3,2,0,0,40,Puerto-Rico,1,2570,0
27,1,199172,3,13,5,12,2,1,0,0,40,1,1,2571,0
39,1,444219,1,9,1,7,4,1,0,0,45,1,1,2572,0
58,1,174040,2,10,5,10,3,2,0,0,40,1,1,2573,0
24,1,119704,1,9,1,8,4,1,0,0,40,1,1,2574,0
24,1,229773,2,10,1,7,1,2,0,0,35,1,1,2575,0
33,1,188467,1,9,5,10,3,2,0,0,40,1,1,2576,0
61,1,210488,1,9,1,5,1,2,0,0,50,1,0,2577,0
45,1,114459,1,9,1,7,1,2,0,0,50,1,0,2578,0
30,1,234919,2,10,5,4,2,1,0,0,40,El-Salvador,1,2579,0
25,1,374163,1,9,3,10,3,2,0,0,40,3,1,2580,0
37,1,215503,1,9,1,5,1,2,4386,0,45,1,0,2581,4386
38,1,172755,1,9,5,3,3,2,0,0,40,1,1,2582,0
24,1,163665,3,13,5,6,2,1,0,0,40,1,1,2583,0
62,6,197060,5,11,1,5,1,2,0,0,50,1,1,2584,0
54,4,121761,1,9,1,5,1,2,0,0,50,,1,2585,0
29,,207032,1,9,3,,5,1,0,0,42,Haiti,1,2586,0
66,1,167711,1,9,4,4,3,1,0,0,40,1,0,2587,0
44,1,353396,3,13,1,3,1,2,0,0,45,1,1,2588,0
20,1,70240,1,9,5,4,2,1,0,0,24,Philippines,1,2589,0
37,4,177277,2,10,5,7,3,2,0,0,40,1,1,2590,0
24,,32616,3,13,2,,3,1,0,0,40,1,1,2591,0
55,5,88876,4,14,1,5,1,2,0,0,60,1,0,2592,0
18,1,444607,2,10,5,4,2,1,0,0,25,1,1,2593,0
45,2,110311,4,14,2,5,5,1,0,0,40,1,1,2594,0
45,3,140644,3,13,2,12,3,2,0,0,40,1,0,2595,0
34,3,134886,1,9,1,6,4,1,0,1740,35,1,1,2596,-1740
21,,249271,2,10,1,,1,2,0,0,40,1,1,2597,0
25,1,193820,3,13,5,4,3,1,0,1876,40,1,1,2598,-1876
45,1,273435,1,9,1,7,1,2,0,0,40,1,1,2599,0
53,1,270546,1,9,2,13,3,1,0,0,20,1,1,2600,0
59,5,212448,1,9,4,4,5,1,0,0,40,Germany,1,2601,0
19,1,223648,1,9,5,4,3,2,4101,0,48,1,1,2602,4101
55,5,264834,3,13,5,3,3,1,0,0,40,1,1,2603,0
39,5,232036,2,10,1,8,1,2,0,0,40,1,0,2604,0
56,1,170148,1,9,2,7,5,2,0,0,40,1,1,2605,0
30,1,347166,3,13,5,3,3,2,13550,0,45,1,0,2606,13550
33,1,99309,2,10,2,7,5,2,0,0,50,1,1,2607,0
30,1,164190,3,13,5,5,3,2,0,0,42,1,1,2608,0
34,4,213887,15,16,1,3,1,2,0,0,32,2,0,2609,0
43,2,47818,3,13,5,3,3,1,0,0,40,1,1,2610,0
60,1,225883,2,10,4,4,5,1,0,0,27,1,1,2611,0
19,1,283945,8,6,5,9,6,2,0,1602,45,1,1,2612,-1602
61,1,139391,2,10,5,1,2,2,0,0,16,1,1,2613,0
36,1,184655,1,9,1,2,1,2,0,0,48,1,1,2614,0
63,1,114011,1,9,6,7,3,1,0,0,20,1,1,2615,0
40,,165309,10,4,6,,3,1,0,0,8,1,1,2616,0
75,,164849,12,5,1,,1,2,1409,0,5,1,1,2617,1409
19,1,196857,2,10,5,4,2,1,0,0,20,1,1,2618,0
42,1,245565,3,13,5,3,2,1,0,0,12,England,1,2619,0
47,4,165039,2,10,5,6,5,1,0,0,40,1,1,2620,0
62,1,214288,1,9,1,2,1,2,0,0,40,1,1,2621,0
24,1,270872,1,9,5,7,6,2,594,0,40,,1,2622,594
30,1,235124,1,9,1,11,1,2,99999,0,40,1,0,2623,99999
52,1,208302,1,9,1,2,1,2,0,0,60,1,1,2624,0
24,1,202570,3,13,5,3,2,2,0,0,15,1,1,2625,0
32,1,170017,1,9,1,7,1,2,0,0,50,1,1,2626,0
43,1,218309,3,13,2,4,3,1,0,0,50,1,1,2627,0
54,,133963,1,9,4,,2,1,0,0,40,1,1,2628,0
32,2,111567,1,9,1,7,1,2,0,0,49,1,0,2629,0
57,2,399246,3,13,1,8,1,2,0,1485,40,China,1,2630,-1485
63,,97823,6,7,1,,1,2,0,0,40,1,1,2631,0
22,1,194848,1,9,5,10,2,2,0,0,40,1,1,2632,0
25,2,180884,2,10,1,8,4,1,0,0,40,1,1,2633,0
17,1,200199,6,7,5,4,2,1,0,0,35,1,1,2634,0
26,1,373553,2,10,1,8,4,1,0,0,42,1,1,2635,0
26,1,165673,1,9,1,4,1,2,0,0,40,1,1,2636,0
36,1,215373,3,13,5,5,3,2,0,0,70,1,1,2637,0
45,1,77085,3,13,1,7,1,2,0,0,40,Japan,0,2638,0
35,3,331395,5,11,1,12,1,2,0,0,42,1,1,2639,0
56,1,247337,3,13,1,3,1,2,0,0,50,1,0,2640,0
21,1,136975,1,9,5,6,2,2,0,0,40,1,1,2641,0
37,1,127772,3,13,1,5,1,2,0,0,50,1,0,2642,0
39,1,192337,3,13,6,4,3,2,0,0,50,1,1,2643,0
53,3,202733,4,14,1,5,1,2,7688,0,70,1,0,2644,7688
23,3,324960,1,9,5,10,3,2,0,0,40,Poland,1,2645,0
53,1,92430,1,9,1,7,1,2,0,0,40,1,0,2646,0
41,4,200574,13,15,1,3,1,2,0,1977,60,1,0,2647,-1977
34,1,60567,6,7,2,11,5,2,0,880,60,1,1,2648,-880
18,,184416,8,6,5,,2,2,0,0,30,1,1,2649,0
20,1,180497,1,9,5,6,3,1,0,0,40,1,1,2650,0
56,1,98418,1,9,2,11,3,2,0,0,30,1,1,2651,0
37,4,301568,1,9,1,3,4,1,0,0,35,1,0,2652,0
31,1,173002,1,9,5,8,2,1,0,0,40,1,1,2653,0
51,1,123429,11,12,2,1,3,2,0,0,30,1,1,2654,0
38,1,185203,1,9,4,6,5,1,0,0,20,1,1,2655,0
37,4,272090,2,10,1,8,4,1,0,0,20,1,1,2656,0
20,1,85041,2,10,5,5,2,1,0,0,20,1,1,2657,0
54,1,217718,9,3,3,6,5,1,0,0,30,Haiti,1,2658,0
39,1,160916,11,12,1,1,4,1,0,0,45,1,1,2659,0
21,1,198050,11,12,5,8,3,1,0,0,25,1,1,2660,0
26,1,304283,1,9,1,2,1,2,0,0,40,1,1,2661,0
44,1,403782,5,11,2,4,3,2,0,0,45,1,1,2662,0
59,3,130532,2,10,4,6,3,1,0,0,40,Poland,1,2663,0
45,1,277434,11,12,4,1,5,2,0,0,40,1,0,2664,0
46,1,117849,4,14,1,5,1,2,0,0,55,1,0,2665,0
20,3,526734,1,9,5,8,3,1,0,0,30,1,1,2666,0
34,1,203357,2,10,5,8,6,1,0,0,40,1,1,2667,0
36,4,64875,5,11,1,1,1,2,0,0,60,1,1,2668,0
38,1,354739,5,11,1,3,1,2,0,0,36,Philippines,0,2669,0
24,1,341368,1,9,5,8,3,2,0,0,40,1,1,2670,0
24,1,204653,2,10,5,7,2,2,0,0,40,1,1,2671,0
19,1,99246,6,7,5,2,3,1,0,0,25,1,1,2672,0
27,1,133937,4,14,5,4,2,2,0,0,40,1,1,2673,0
49,1,177211,3,13,1,6,1,2,0,0,40,1,1,2674,0
45,1,287190,11,12,2,8,5,2,0,0,35,1,1,2675,0
24,1,283806,2,10,5,6,3,1,0,0,40,1,1,2676,0
54,1,171924,1,9,1,11,1,2,0,0,70,1,1,2677,0
23,,381741,11,12,5,,2,2,0,1721,20,1,1,2678,-1721
44,1,150076,1,9,5,6,3,2,0,0,30,1,1,2679,0
37,1,208358,1,9,1,7,1,2,0,0,40,1,0,2680,0
34,1,213226,3,13,5,4,3,2,0,0,65,1,0,2681,0
29,3,133327,2,10,5,10,3,2,0,0,40,1,1,2682,0
37,1,292855,5,11,1,3,4,1,0,1887,35,1,0,2683,-1887
43,1,221172,3,13,1,1,1,2,0,0,24,1,0,2684,0
26,1,187248,1,9,1,3,3,2,0,0,40,1,1,2685,0
37,4,36214,3,13,1,7,1,2,0,0,65,1,0,2686,0
47,4,191175,9,3,1,4,1,2,0,2179,50,3,1,2687,-2179
67,,45537,4,14,1,,1,2,0,0,40,1,0,2688,0
31,1,131425,3,13,1,7,1,2,0,0,40,1,1,2689,0
22,1,186849,6,7,2,4,2,2,0,0,50,1,1,2690,0
44,1,222504,2,10,1,8,4,1,0,0,45,1,0,2691,0
32,1,183811,1,9,1,9,1,2,2829,0,40,1,1,2692,2829
32,1,133503,1,9,1,8,1,2,0,0,40,1,1,2693,0
65,1,193216,1,9,1,4,1,2,9386,0,40,1,0,2694,9386
27,1,36440,13,15,5,3,3,1,0,0,65,1,0,2695,0
45,1,77764,11,12,1,7,1,2,0,0,40,1,1,2696,0
33,1,111567,5,11,5,7,3,2,0,0,40,1,1,2697,0
32,1,113364,3,13,5,11,3,2,0,0,40,1,1,2698,0
19,,124884,12,5,5,,3,1,0,0,25,1,1,2699,0
47,1,184005,1,9,2,5,3,1,3325,0,45,1,1,2700,3325
33,3,246291,3,13,5,3,3,1,0,0,46,1,1,2701,0
44,1,221172,1,9,5,7,3,2,0,0,30,1,1,2702,0
50,1,108933,12,5,1,7,1,2,2885,0,40,1,1,2703,2885
37,1,152307,2,10,1,2,1,2,0,0,40,1,0,2704,0
53,1,132304,1,9,2,2,3,1,0,0,40,Scotland,1,2705,0
64,,178556,8,6,1,,1,2,0,0,56,1,0,2706,0
47,1,140644,1,9,1,5,1,2,0,0,40,1,0,2707,0
32,1,187901,5,11,5,5,3,1,0,0,23,1,1,2708,0
62,3,115023,2,10,1,2,1,2,0,0,40,1,1,2709,0
42,4,183765,11,12,1,4,1,2,0,0,40,,1,2710,0
63,1,71800,10,4,4,6,3,1,0,0,41,1,1,2711,0
22,1,190968,2,10,1,7,1,2,2407,0,40,1,1,2712,2407
32,1,107218,3,13,5,8,3,2,0,0,40,1,1,2713,0
31,1,145139,3,13,1,7,1,2,0,0,40,1,0,2714,0
25,1,176047,1,9,5,2,2,1,2176,0,40,1,1,2715,2176
44,1,150533,2,10,6,7,3,2,0,1876,55,1,1,2716,-1876
27,1,165412,1,9,1,7,1,2,0,0,40,1,1,2717,0
28,1,178489,3,13,5,5,5,1,0,0,45,,1,2718,0
33,1,53373,1,9,1,7,1,2,0,0,35,1,1,2719,0
47,4,102359,3,13,1,5,1,2,0,0,30,1,1,2720,0
37,1,177858,2,10,5,5,3,2,2174,0,40,1,1,2721,2174
67,1,279980,2,10,1,11,1,2,10605,0,10,1,0,2722,10605
46,1,99385,3,13,6,5,5,1,0,0,40,1,1,2723,0
18,1,116528,2,10,5,7,3,2,0,0,30,1,1,2724,0
23,2,96748,2,10,5,3,2,2,0,0,10,1,1,2725,0
33,1,35309,3,13,5,5,3,2,0,0,40,,1,2726,0
41,2,227734,1,9,1,8,1,2,3464,0,40,1,1,2727,3464
64,6,185912,13,15,1,3,1,2,99999,0,35,1,0,2728,99999
25,1,137951,1,9,5,8,5,1,0,0,30,1,1,2729,0
27,1,179565,3,13,5,8,3,1,0,0,37,1,1,2730,0
37,3,249392,5,11,1,12,1,2,0,0,40,1,0,2731,0
17,,454614,6,7,5,,2,1,0,0,8,1,1,2732,0
43,1,255635,9,3,1,2,1,2,0,0,40,3,1,2733,0
22,1,137591,2,10,5,4,2,2,0,0,35,1,1,2734,0
32,1,178615,1,9,1,7,1,2,2407,0,40,1,1,2735,2407
26,1,290213,2,10,6,10,2,2,0,0,40,1,1,2736,0
24,1,143766,2,10,5,2,2,2,0,0,55,1,1,2737,0
46,1,149949,2,10,1,7,1,2,0,0,40,1,1,2738,0
53,3,110510,1,9,1,5,4,1,0,0,50,1,0,2739,0
69,4,170877,1,9,1,4,1,2,0,0,48,1,1,2740,0
38,1,174717,3,13,1,4,1,2,0,0,50,1,0,2741,0
37,1,218955,1,9,1,6,1,2,0,0,40,1,1,2742,0
19,1,318002,1,9,5,8,2,2,0,0,40,1,1,2743,0
25,1,161027,3,13,1,1,1,2,5178,0,40,1,0,2744,5178
66,4,174995,11,12,1,7,1,2,2290,0,30,Hungary,1,2745,2290
38,1,241962,1,9,2,2,3,2,0,0,40,1,1,2746,0
30,1,33678,1,9,5,4,2,2,0,0,40,1,1,2747,0
62,1,209844,2,10,2,8,5,1,0,0,30,1,1,2748,0
50,6,152810,2,10,1,2,1,2,0,0,70,Germany,1,2749,0
26,1,391349,3,13,5,8,3,1,0,0,40,1,1,2750,0
35,4,468713,1,9,1,5,1,2,0,0,40,1,1,2751,0
45,4,315984,1,9,1,7,1,2,7688,0,50,1,0,2752,7688
