age,workclass,final_weight,education,Learning years,marital-status,occupation,relationship,sex,capital-gain,capital-loss,Workrate,native-country,label,Id,Difference
30,Private,91145,HS-grad,9,Never-married,Handlers-cleaners,5,2,0,0,55,1,1,7927,0
52,Federal-gov,30731,HS-grad,9,Married-civ-spouse,Exec-managerial,1,2,7298,0,40,1,0,7928,7298
69,,167826,Bachelors,13,Married-civ-spouse,,1,2,0,0,40,1,1,7929,0
41,Local-gov,33068,Masters,14,Divorced,Prof-specialty,3,2,0,1974,40,1,1,7930,-1974
22,Private,140001,Bachelors,13,Never-married,Adm-clerical,3,2,0,0,40,1,1,7931,0
48,Private,193553,HS-grad,9,Divorced,Other-service,3,1,0,0,20,1,1,7932,0
55,Self-emp-inc,257216,Masters,14,Widowed,Sales,3,1,0,0,40,1,1,7933,0
37,Private,189251,Doctorate,16,Separated,Prof-specialty,5,1,0,0,40,1,1,7934,0
38,Private,95336,Bachelors,13,Married-civ-spouse,Sales,1,2,0,0,50,1,0,7935,0
39,Private,138192,Bachelors,13,Married-civ-spouse,Craft-repair,1,2,0,0,40,1,0,7936,0
56,Private,181220,Bachelors,13,Married-civ-spouse,Sales,1,2,0,0,40,1,0,7937,0
23,Private,151888,HS-grad,9,Divorced,Craft-repair,3,2,4650,0,50,Ireland,1,7938,4650
33,Private,122116,HS-grad,9,Married-civ-spouse,Sales,1,2,0,0,45,1,1,7939,0
30,Private,190385,Bachelors,13,Married-civ-spouse,Other-service,4,1,0,0,40,1,0,7940,0
52,Private,162576,Assoc-acdm,12,Married-civ-spouse,Tech-support,1,2,0,0,40,1,0,7941,0
35,Private,90273,7th-8th,4,Married-civ-spouse,2,1,2,0,0,40,,0,7942,0
47,Private,334039,Bachelors,13,Married-civ-spouse,Exec-managerial,1,2,7298,0,44,1,0,7943,7298
53,Self-emp-inc,188067,Some-college,10,Widowed,Sales,5,1,0,0,40,1,1,7944,0
32,Private,167106,HS-grad,9,Married-civ-spouse,Sales,1,2,0,0,40,Hong,1,7945,0
34,Private,164748,HS-grad,9,Married-civ-spouse,Craft-repair,1,2,0,0,40,1,1,7946,0
46,Self-emp-not-inc,157117,HS-grad,9,Married-civ-spouse,Transport-moving,1,2,0,0,40,1,1,7947,0
24,Private,326334,Bachelors,13,Never-married,Prof-specialty,2,2,0,0,20,1,1,7948,0
39,Local-gov,163278,Some-college,10,Never-married,Adm-clerical,3,1,2202,0,44,1,1,7949,2202
48,Self-emp-not-inc,219021,Prof-school,15,Married-civ-spouse,Prof-specialty,1,2,0,0,35,1,0,7950,0
43,Private,187322,Bachelors,13,Married-civ-spouse,Craft-repair,1,2,0,0,40,1,0,7951,0
41,Private,255044,Bachelors,13,Divorced,Exec-managerial,3,1,0,0,55,1,1,7952,0
46,Local-gov,236827,9th,5,Separated,Other-service,5,1,0,0,40,1,1,7953,0
30,Private,122889,Masters,14,Married-civ-spouse,Prof-specialty,1,2,0,0,50,India,0,7954,0
32,Federal-gov,125856,HS-grad,9,Divorced,Craft-repair,5,2,0,0,40,1,1,7955,0
39,Private,234901,Assoc-acdm,12,Separated,Adm-clerical,5,2,0,0,40,1,1,7956,0
62,Self-emp-inc,245491,Bachelors,13,Divorced,Sales,3,2,99999,0,40,1,0,7957,99999
30,Private,209900,Bachelors,13,Married-civ-spouse,Craft-repair,1,2,0,0,40,1,1,7958,0
27,Private,106758,HS-grad,9,Divorced,Adm-clerical,5,1,0,0,45,1,1,7959,0
77,,28678,Masters,14,Married-civ-spouse,,1,2,9386,0,6,1,0,7960,9386
49,Private,156926,Assoc-voc,11,Divorced,Exec-managerial,3,2,0,0,45,1,0,7961,0
21,,253190,Some-college,10,Never-married,,2,2,0,0,48,1,1,7962,0
29,Private,224215,Some-college,10,Married-civ-spouse,Craft-repair,1,2,0,0,40,1,0,7963,0
28,Private,148645,Assoc-acdm,12,Divorced,Prof-specialty,3,1,0,0,40,1,1,7964,0
36,Self-emp-not-inc,313853,Bachelors,13,Divorced,Other-service,5,2,0,0,45,1,0,7965,0
37,Private,37109,HS-grad,9,Married-civ-spouse,Other-service,4,1,0,0,60,Philippines,1,7966,0
47,Private,107682,HS-grad,9,Divorced,Adm-clerical,5,1,0,0,48,1,1,7967,0
61,Private,162397,Bachelors,13,Married-civ-spouse,Sales,1,2,0,0,40,1,0,7968,0
45,Private,20534,Some-college,10,Separated,Craft-repair,3,2,0,0,41,1,1,7969,0
60,State-gov,69251,Masters,14,Married-civ-spouse,Prof-specialty,1,2,0,0,38,China,0,7970,0
27,Private,372500,5th-6th,3,Married-civ-spouse,Handlers-cleaners,1,2,0,0,45,Mexico,1,7971,0
23,Private,126550,HS-grad,9,Never-married,Craft-repair,6,2,0,0,40,1,1,7972,0
25,Private,122999,HS-grad,9,Never-married,Craft-repair,2,2,0,0,40,1,1,7973,0
32,Private,462255,Bachelors,13,Divorced,Exec-managerial,3,1,0,0,40,1,1,7974,0
34,Private,170772,HS-grad,9,Married-civ-spouse,Craft-repair,1,2,0,0,50,1,1,7975,0
23,Private,70261,Some-college,10,Never-married,Other-service,2,2,0,0,30,1,1,7976,0
58,Private,113398,HS-grad,9,Never-married,Other-service,6,2,0,0,25,1,1,7977,0
60,Self-emp-not-inc,25825,HS-grad,9,Divorced,Craft-repair,3,2,0,0,50,1,0,7978,0
25,Private,169124,Bachelors,13,Never-married,Adm-clerical,2,2,0,0,40,1,1,7979,0
29,Federal-gov,339002,Assoc-voc,11,Married-civ-spouse,Craft-repair,1,2,0,0,40,1,0,7980,0
42,Private,112607,HS-grad,9,Married-civ-spouse,Craft-repair,1,2,0,0,50,1,1,7981,0
59,Private,109638,HS-grad,9,Married-civ-spouse,Craft-repair,1,2,0,0,40,1,0,7982,0
56,Private,128764,7th-8th,4,Widowed,Transport-moving,3,2,0,0,20,1,1,7983,0
19,Private,236396,11th,7,Never-married,Handlers-cleaners,3,2,0,0,40,1,1,7984,0
35,Private,160910,Some-college,10,Married-civ-spouse,Sales,1,2,0,0,50,1,1,7985,0
47,Private,139268,HS-grad,9,Married-civ-spouse,Tech-support,1,2,0,0,40,1,1,7986,0
53,Private,246117,HS-grad,9,Married-civ-spouse,Craft-repair,1,2,0,0,40,Mexico,1,7987,0
22,,61499,HS-grad,9,Never-married,,3,1,0,0,40,1,1,7988,0
18,Private,238401,Some-college,10,Never-married,Sales,2,1,0,0,25,1,1,7989,0
41,Private,176069,HS-grad,9,Separated,2,5,1,0,0,40,1,1,7990,0
37,Private,291981,HS-grad,9,Divorced,2,3,2,0,0,40,1,1,7991,0
44,Self-emp-not-inc,158555,Some-college,10,Married-civ-spouse,Exec-managerial,1,2,0,0,50,1,0,7992,0
46,Local-gov,303918,HS-grad,9,Married-civ-spouse,Protective-serv,1,2,7688,0,96,1,0,7993,7688
41,Private,70037,Some-college,10,Never-married,Craft-repair,5,2,0,3004,60,,0,7994,-3004
25,Private,252752,HS-grad,9,Never-married,Other-service,5,1,0,0,40,1,1,7995,0
31,Local-gov,189843,HS-grad,9,Divorced,Protective-serv,3,2,0,0,47,1,0,7996,0
58,,114362,Some-college,10,Married-civ-spouse,,1,2,0,0,30,1,1,7997,0
33,Private,287908,Some-college,10,Married-civ-spouse,Transport-moving,1,2,0,0,50,1,0,7998,0
52,Private,204447,HS-grad,9,Married-civ-spouse,2,1,2,4386,0,40,1,0,7999,4386
40,Local-gov,24763,Some-college,10,Divorced,Transport-moving,5,2,6849,0,40,1,1,8000,6849
46,Federal-gov,195023,Some-college,10,Separated,Adm-clerical,5,1,0,0,40,1,1,8001,0
55,Private,169071,Some-college,10,Divorced,Other-service,3,1,0,0,20,1,1,8002,0
47,State-gov,118447,Bachelors,13,Married-civ-spouse,Prof-specialty,1,2,0,0,60,1,0,8003,0
50,Private,123174,Doctorate,16,Married-civ-spouse,Prof-specialty,1,2,0,0,37,,0,8004,0
60,Private,198727,HS-grad,9,Married-civ-spouse,Prof-specialty,1,2,0,0,30,1,1,8005,0
40,Private,119225,Assoc-voc,11,Married-civ-spouse,Prof-specialty,1,2,0,0,40,1,1,8006,0
33,Self-emp-not-inc,37939,Bachelors,13,Married-civ-spouse,Craft-repair,1,2,0,0,35,1,1,8007,0
31,Private,161765,Some-college,10,Married-civ-spouse,Sales,1,2,0,2051,57,1,1,8008,-2051
22,Private,279041,Some-college,10,Never-married,Handlers-cleaners,2,2,0,0,10,1,1,8009,0
54,Private,161691,Masters,14,Divorced,Prof-specialty,3,1,0,2559,40,1,0,8010,-2559
32,State-gov,481096,5th-6th,3,Never-married,2,2,1,0,0,10,1,1,8011,0
36,Federal-gov,106297,Masters,14,Married-civ-spouse,Exec-managerial,1,2,0,0,40,1,0,8012,0
34,Local-gov,230420,Bachelors,13,Married-civ-spouse,Prof-specialty,1,2,0,0,40,1,0,8013,0
39,Private,257942,Bachelors,13,Married-civ-spouse,Sales,1,2,0,0,60,1,0,8014,0
32,Private,151053,Some-college,10,Never-married,Craft-repair,5,2,0,0,40,1,1,8015,0
28,Private,441620,Bachelors,13,Never-married,Other-service,3,2,0,0,43,Mexico,1,8016,0
28,Private,133043,HS-grad,9,Divorced,Adm-clerical,5,1,0,0,50,1,1,8017,0
41,Local-gov,352056,Assoc-acdm,12,Never-married,Exec-managerial,3,2,0,0,40,1,1,8018,0
48,Private,216999,HS-grad,9,Married-civ-spouse,Craft-repair,1,2,0,0,40,1,0,8019,0
34,Private,195136,Bachelors,13,Married-civ-spouse,Prof-specialty,4,1,0,1887,40,1,0,8020,-1887
55,Private,83401,5th-6th,3,Widowed,2,5,1,0,0,40,1,1,8021,0
59,,147989,HS-grad,9,Widowed,,3,1,0,0,35,1,1,8022,0
28,Private,277746,10th,6,Married-civ-spouse,2,1,2,0,0,40,1,1,8023,0
25,Private,237065,Some-college,10,Divorced,Other-service,2,2,0,0,38,1,1,8024,0
27,Private,147340,Some-college,10,Never-married,Exec-managerial,2,1,0,0,40,1,1,8025,0
50,Private,200960,Some-college,10,Married-civ-spouse,Sales,1,2,0,0,50,1,1,8026,0
39,Private,89040,Assoc-voc,11,Married-civ-spouse,Other-service,1,2,0,0,40,1,1,8027,0
59,Local-gov,62020,HS-grad,9,Widowed,Craft-repair,3,2,0,0,40,1,1,8028,0
54,Local-gov,288825,HS-grad,9,Married-civ-spouse,Transport-moving,1,2,0,0,40,1,1,8029,0
29,Self-emp-not-inc,212895,Some-college,10,Divorced,2,3,2,0,0,48,1,1,8030,0
41,Private,150533,HS-grad,9,Married-civ-spouse,Sales,1,2,2829,0,40,1,1,8031,2829
24,Private,113936,Bachelors,13,Never-married,Prof-specialty,2,2,0,0,40,1,1,8032,0
49,Private,185041,HS-grad,9,Married-civ-spouse,2,1,2,0,0,40,1,1,8033,0
68,,170182,Some-college,10,Never-married,,5,1,0,0,40,1,1,8034,0
24,Private,100605,Some-college,10,Never-married,2,2,2,0,0,14,1,1,8035,0
19,Private,263338,HS-grad,9,Never-married,Other-service,2,2,0,0,15,1,1,8036,0
41,Private,308296,HS-grad,9,Married-civ-spouse,Transport-moving,4,1,0,0,20,1,1,8037,0
47,Private,103757,Assoc-acdm,12,Married-civ-spouse,Craft-repair,1,2,0,0,40,1,1,8038,0
37,Private,202950,HS-grad,9,Married-civ-spouse,Transport-moving,1,2,0,0,40,1,0,8039,0
39,Private,172538,HS-grad,9,Never-married,2,5,2,0,0,40,1,1,8040,0
17,Private,175024,11th,7,Never-married,Handlers-cleaners,2,2,2176,0,18,1,1,8041,2176
80,Self-emp-not-inc,562336,HS-grad,9,Married-civ-spouse,Farming-fishing,1,2,0,0,20,1,1,8042,0
45,Private,126889,Bachelors,13,Married-civ-spouse,Sales,1,2,0,1887,60,1,0,8043,-1887
36,Private,250807,11th,7,Never-married,Craft-repair,3,1,0,0,40,1,1,8044,0
39,Local-gov,229651,Bachelors,13,Married-civ-spouse,Prof-specialty,1,2,0,0,50,1,0,8045,0
58,Local-gov,271795,7th-8th,4,Married-civ-spouse,Craft-repair,1,2,0,0,40,1,1,8046,0
18,,28311,11th,7,Never-married,,2,1,0,0,35,1,1,8047,0
64,Private,285052,Some-college,10,Widowed,Exec-managerial,3,1,0,0,10,1,1,8048,0
26,Private,58098,Some-college,10,Never-married,Adm-clerical,3,1,0,1974,40,1,1,8049,-1974
35,Self-emp-inc,79586,Masters,14,Married-civ-spouse,Prof-specialty,1,2,0,0,40,India,0,8050,0
30,Private,327202,12th,8,Never-married,Craft-repair,3,2,0,0,40,1,1,8051,0
28,Private,66095,HS-grad,9,Married-civ-spouse,Sales,1,2,0,0,40,1,1,8052,0
68,,407338,Some-college,10,Married-civ-spouse,,1,2,0,0,20,1,1,8053,0
34,Private,317809,Bachelors,13,Married-civ-spouse,Exec-managerial,1,2,0,0,50,,0,8054,0
21,Private,282484,Some-college,10,Never-married,Other-service,2,1,0,0,40,1,1,8055,0
33,,289046,HS-grad,9,Divorced,,3,2,0,1741,40,1,1,8056,-1741
40,Private,237671,Some-college,10,Married-civ-spouse,Tech-support,4,1,0,0,40,1,0,8057,0
33,Local-gov,119829,HS-grad,9,Married-civ-spouse,Adm-clerical,4,1,0,0,60,1,1,8058,0
50,Self-emp-not-inc,391016,Bachelors,13,Divorced,Exec-managerial,3,2,0,0,30,1,1,8059,0
24,Private,385540,HS-grad,9,Married-civ-spouse,Sales,1,2,0,0,40,Mexico,1,8060,0
22,Private,100345,HS-grad,9,Never-married,Handlers-cleaners,2,2,0,0,35,1,1,8061,0
23,Local-gov,203353,Bachelors,13,Never-married,Exec-managerial,2,1,0,0,12,1,1,8062,0
36,Private,179358,HS-grad,9,Widowed,Handlers-cleaners,5,1,0,0,30,1,1,8063,0
50,Private,95469,HS-grad,9,Married-civ-spouse,Adm-clerical,1,2,7298,0,45,1,0,8064,7298
20,,121313,10th,6,Never-married,,2,2,0,0,40,1,1,8065,0
34,Private,286675,HS-grad,9,Married-civ-spouse,Transport-moving,1,2,0,0,40,1,1,8066,0
51,Private,41806,11th,7,Married-civ-spouse,2,1,2,0,0,40,1,1,8067,0
30,Local-gov,44566,Bachelors,13,Married-civ-spouse,Prof-specialty,1,2,0,0,40,1,1,8068,0
39,Local-gov,473547,10th,6,Divorced,Handlers-cleaners,2,2,0,0,40,1,1,8069,0
45,Private,162915,Some-college,10,Divorced,Transport-moving,3,2,0,0,50,1,1,8070,0
41,Private,242619,Assoc-acdm,12,Divorced,Prof-specialty,3,2,0,0,80,1,1,8071,0
52,Private,145879,Some-college,10,Married-civ-spouse,Sales,1,2,0,0,65,1,1,8072,0
45,State-gov,207847,Some-college,10,Never-married,Adm-clerical,5,1,0,0,40,1,1,8073,0
20,Private,258517,Some-college,10,Never-married,Handlers-cleaners,2,2,0,0,25,1,1,8074,0
69,Private,145656,Some-college,10,Widowed,Adm-clerical,3,1,0,0,24,1,1,8075,0
44,Private,266135,Bachelors,13,Married-civ-spouse,Prof-specialty,1,2,0,0,50,1,0,8076,0
35,Private,193106,HS-grad,9,Separated,Adm-clerical,5,1,0,0,32,1,1,8077,0
44,Private,89172,Bachelors,13,Married-civ-spouse,Craft-repair,1,2,0,0,50,1,0,8078,0
29,Private,250967,Assoc-voc,11,Married-civ-spouse,2,1,2,0,1887,48,1,0,8079,-1887
24,Private,83141,Bachelors,13,Never-married,Exec-managerial,3,2,0,0,40,1,1,8080,0
23,Self-emp-not-inc,236804,Some-college,10,Never-married,Farming-fishing,2,2,0,0,35,1,1,8081,0
36,Self-emp-inc,186035,Some-college,10,Married-civ-spouse,Sales,1,2,0,0,60,1,0,8082,0
21,,72953,Some-college,10,Never-married,,2,2,0,0,40,1,1,8083,0
59,Private,307423,9th,5,Never-married,Other-service,3,2,0,0,50,1,1,8084,0
48,Private,239058,12th,8,Widowed,Handlers-cleaners,5,1,0,0,50,1,1,8085,0
46,Private,172581,Bachelors,13,Married-civ-spouse,Exec-managerial,1,2,0,1902,50,1,0,8086,-1902
27,Private,386040,Assoc-voc,11,Married-civ-spouse,Craft-repair,1,2,0,0,40,Mexico,1,8087,0
58,Local-gov,368797,Masters,14,Widowed,Prof-specialty,5,2,0,0,35,1,0,8088,0
55,State-gov,153451,HS-grad,9,Married-civ-spouse,Tech-support,4,1,0,1887,40,1,0,8089,-1887
27,Private,263614,Assoc-acdm,12,Married-civ-spouse,Craft-repair,1,2,0,0,45,1,0,8090,0
32,Private,390157,Bachelors,13,Never-married,Prof-specialty,3,1,0,0,40,1,1,8091,0
33,Local-gov,115488,Bachelors,13,Married-civ-spouse,Prof-specialty,1,2,0,0,50,1,1,8092,0
68,Private,107910,HS-grad,9,Never-married,Sales,3,1,0,0,40,1,1,8093,0
24,Private,172612,HS-grad,9,Married-civ-spouse,Craft-repair,1,2,0,0,40,1,1,8094,0
34,Private,89644,Some-college,10,Married-civ-spouse,Sales,1,2,0,0,55,1,0,8095,0
31,Private,200117,HS-grad,9,Divorced,Adm-clerical,3,2,0,0,40,1,1,8096,0
30,Private,39150,HS-grad,9,Married-civ-spouse,2,1,2,0,0,40,1,1,8097,0
34,Self-emp-not-inc,196791,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,4,1,0,0,25,1,0,8098,0
24,Private,204172,Bachelors,13,Never-married,Sales,6,1,0,0,40,1,1,8099,0
47,Federal-gov,31339,Some-college,10,Married-civ-spouse,Adm-clerical,1,2,0,0,40,1,1,8100,0
33,Private,477106,HS-grad,9,Married-civ-spouse,Transport-moving,1,2,0,0,40,1,1,8101,0
44,Private,323627,Bachelors,13,Never-married,Exec-managerial,3,1,0,0,5,1,1,8102,0
38,Private,238397,Bachelors,13,Divorced,Priv-house-serv,5,1,0,0,24,1,1,8103,0
35,Private,267798,HS-grad,9,Divorced,Craft-repair,5,2,0,0,40,1,1,8104,0
51,State-gov,285747,Masters,14,Married-civ-spouse,Prof-specialty,1,2,0,1977,60,1,0,8105,-1977
38,Private,196554,Prof-school,15,Separated,Prof-specialty,3,2,0,0,35,1,0,8106,0
23,Private,664670,HS-grad,9,Never-married,Craft-repair,2,2,0,0,40,1,1,8107,0
55,Local-gov,177163,Masters,14,Widowed,Prof-specialty,5,1,914,0,50,1,1,8108,914
26,Private,176008,HS-grad,9,Divorced,Adm-clerical,2,1,0,0,40,1,1,8109,0
46,Self-emp-not-inc,148599,Masters,14,Married-civ-spouse,Craft-repair,1,2,0,0,50,1,0,8110,0
47,Self-emp-not-inc,119199,Some-college,10,Married-civ-spouse,Adm-clerical,4,1,0,0,35,1,0,8111,0
17,Private,95799,11th,7,Never-married,Sales,2,1,0,0,18,1,1,8112,0
30,Private,151868,9th,5,Married-civ-spouse,Craft-repair,1,2,0,0,40,1,1,8113,0
57,Private,210688,HS-grad,9,Married-civ-spouse,Prof-specialty,1,2,0,0,15,1,1,8114,0
51,Private,189762,Some-college,10,Married-civ-spouse,Exec-managerial,4,1,0,0,15,1,0,8115,0
52,Private,236180,Bachelors,13,Married-spouse-absent,Other-service,3,2,0,0,50,1,1,8116,0
35,Private,98948,Bachelors,13,Married-civ-spouse,Other-service,4,1,0,0,32,1,1,8117,0
27,Private,180262,Some-college,10,Never-married,Exec-managerial,3,1,0,0,40,1,1,8118,0
27,Private,306747,Bachelors,13,Divorced,Handlers-cleaners,2,2,0,0,40,1,1,8119,0
47,Private,45857,HS-grad,9,Never-married,Adm-clerical,5,1,0,0,40,1,1,8120,0
25,Private,209227,Bachelors,13,Never-married,Prof-specialty,2,1,0,0,21,1,1,8121,0
52,Self-emp-not-inc,72257,Some-college,10,Married-civ-spouse,Sales,1,2,0,0,50,1,1,8122,0
50,Private,176609,Some-college,10,Divorced,Other-service,3,2,0,0,45,1,1,8123,0
57,Private,197642,Some-college,10,Widowed,Other-service,3,1,0,0,40,1,1,8124,0
36,Private,280169,Masters,14,Married-civ-spouse,Exec-managerial,1,2,0,0,50,1,0,8125,0
44,Private,228057,7th-8th,4,Married-civ-spouse,2,4,1,0,0,40,Dominican-Republic,1,8126,0
50,State-gov,45961,Bachelors,13,Married-spouse-absent,Prof-specialty,3,2,6849,0,40,1,1,8127,6849
61,Self-emp-not-inc,117387,11th,7,Married-civ-spouse,Exec-managerial,1,2,0,0,20,1,1,8128,0
51,Private,162632,HS-grad,9,Married-civ-spouse,Transport-moving,1,2,7298,0,60,1,0,8129,7298
56,Private,53366,7th-8th,4,Divorced,Transport-moving,5,2,0,0,40,1,1,8130,0
61,Private,195595,7th-8th,4,Married-spouse-absent,2,3,2,0,0,40,Guatemala,1,8131,0
45,Private,20534,Some-college,10,Married-civ-spouse,2,1,2,0,0,84,1,0,8132,0
34,Private,532379,Some-college,10,Married-civ-spouse,Craft-repair,1,2,0,0,40,1,1,8133,0
61,Private,29059,HS-grad,9,Divorced,Sales,5,1,0,2754,25,1,1,8134,-2754
63,Self-emp-not-inc,795830,1st-4th,2,Widowed,Other-service,5,1,0,0,30,El-Salvador,1,8135,0
33,Private,124052,HS-grad,9,Married-civ-spouse,Craft-repair,1,2,0,0,40,1,1,8136,0
45,Private,50163,HS-grad,9,Divorced,Other-service,3,1,0,0,30,1,1,8137,0
38,Private,153976,HS-grad,9,Married-civ-spouse,Craft-repair,1,2,0,0,40,1,1,8138,0
52,Self-emp-inc,90363,Prof-school,15,Married-civ-spouse,Prof-specialty,1,2,99999,0,35,1,0,8139,99999
23,State-gov,287988,Bachelors,13,Never-married,Prof-specialty,3,2,10520,0,40,1,0,8140,10520
43,Private,161226,Bachelors,13,Married-civ-spouse,2,1,2,0,0,40,1,1,8141,0
53,,150393,HS-grad,9,Never-married,,3,2,0,1504,35,1,1,8142,-1504
21,,121694,7th-8th,4,Never-married,,2,2,0,0,40,1,1,8143,0
19,Private,55284,HS-grad,9,Never-married,Handlers-cleaners,2,1,0,0,25,1,1,8144,0
90,Local-gov,153602,HS-grad,9,Married-civ-spouse,Other-service,1,2,6767,0,40,1,1,8145,6767
32,Private,222548,HS-grad,9,Divorced,Adm-clerical,2,1,0,0,40,1,1,8146,0
65,Private,178934,HS-grad,9,Widowed,Other-service,5,1,0,0,20,Jamaica,1,8147,0
59,Private,131916,HS-grad,9,Married-civ-spouse,2,4,1,0,0,40,Italy,0,8148,0
37,,223732,Some-college,10,Separated,,5,2,0,0,40,1,1,8149,0
49,Private,314773,Assoc-voc,11,Married-civ-spouse,Prof-specialty,1,2,0,0,40,1,1,8150,0
24,Private,438839,Bachelors,13,Never-married,Sales,3,2,0,0,40,1,1,8151,0
54,Self-emp-not-inc,57101,HS-grad,9,Married-civ-spouse,Craft-repair,1,2,0,0,35,1,1,8152,0
43,Private,156771,10th,6,Married-civ-spouse,Adm-clerical,1,2,0,0,40,1,1,8153,0
21,,199915,Some-college,10,Never-married,,2,1,0,0,35,1,1,8154,0
20,Private,173724,Some-college,10,Never-married,Handlers-cleaners,2,2,0,0,20,1,1,8155,0
38,Private,698363,HS-grad,9,Married-civ-spouse,Craft-repair,1,2,0,0,40,1,1,8156,0
37,Private,185567,HS-grad,9,Divorced,2,5,2,0,0,40,1,0,8157,0
20,Private,227626,HS-grad,9,Married-civ-spouse,Adm-clerical,1,2,0,0,60,1,1,8158,0
29,Self-emp-inc,124950,Bachelors,13,Never-married,Sales,2,1,0,0,40,1,1,8159,0
59,Private,50223,HS-grad,9,Married-civ-spouse,Craft-repair,1,2,0,0,40,1,1,8160,0
23,Private,346480,HS-grad,9,Never-married,Adm-clerical,3,1,0,0,50,1,1,8161,0
48,Private,101299,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,1,2,0,0,45,1,1,8162,0
22,State-gov,134192,Some-college,10,Never-married,Tech-support,2,1,0,0,10,1,1,8163,0
64,Private,236341,5th-6th,3,Widowed,Other-service,3,1,0,0,16,1,1,8164,0
41,Private,144032,HS-grad,9,Married-civ-spouse,Exec-managerial,1,2,0,0,60,1,1,8165,0
22,Private,263670,HS-grad,9,Never-married,Other-service,2,2,0,0,80,1,1,8166,0
24,Private,183594,HS-grad,9,Never-married,Adm-clerical,6,2,0,0,40,1,1,8167,0
31,Self-emp-inc,31740,Assoc-voc,11,Married-civ-spouse,Farming-fishing,1,2,0,0,55,1,1,8168,0
32,Private,188246,HS-grad,9,Divorced,Craft-repair,2,2,0,0,40,1,1,8169,0
48,,61985,9th,5,Separated,,3,1,0,0,20,1,1,8170,0
62,Self-emp-not-inc,197353,HS-grad,9,Married-civ-spouse,Craft-repair,1,2,0,1740,40,1,1,8171,-1740
19,Private,97215,Some-college,10,Separated,Sales,5,1,0,0,25,1,1,8172,0
41,Private,67065,Assoc-voc,11,Married-civ-spouse,Sales,1,2,0,0,40,1,1,8173,0
20,Private,482732,10th,6,Never-married,2,3,2,0,0,40,1,1,8174,0
59,Private,230039,HS-grad,9,Never-married,Exec-managerial,5,1,0,625,38,1,1,8175,-625
51,State-gov,172022,Masters,14,Never-married,Prof-specialty,3,2,0,0,40,1,0,8176,0
54,Self-emp-inc,96460,HS-grad,9,Married-civ-spouse,Exec-managerial,1,2,7688,0,60,1,0,8177,7688
46,Private,237731,Assoc-voc,11,Married-civ-spouse,Adm-clerical,1,2,0,0,40,1,1,8178,0
39,Private,188503,Bachelors,13,Married-civ-spouse,Exec-managerial,4,1,0,0,60,1,0,8179,0
40,Private,70645,Preschool,1,Never-married,Other-service,3,1,0,0,20,1,1,8180,0
64,Self-emp-not-inc,149698,Prof-school,15,Married-civ-spouse,Prof-specialty,1,2,0,0,40,1,0,8181,0
30,Private,348618,9th,5,Married-civ-spouse,Craft-repair,1,2,0,0,40,Mexico,1,8182,0
37,Self-emp-inc,86459,Assoc-acdm,12,Separated,Exec-managerial,5,2,0,0,50,1,1,8183,0
31,Local-gov,58624,HS-grad,9,Never-married,Transport-moving,2,2,0,0,40,1,1,8184,0
27,Private,116207,9th,5,Married-civ-spouse,Craft-repair,1,2,0,0,32,1,1,8185,0
51,Private,123429,Masters,14,Married-civ-spouse,Exec-managerial,1,2,0,0,50,1,0,8186,0
34,Private,106761,Bachelors,13,Married-civ-spouse,Sales,1,2,0,0,45,1,0,8187,0
28,Private,173649,HS-grad,9,Never-married,Other-service,2,1,0,0,40,,1,8188,0
28,Private,377869,Some-college,10,Married-civ-spouse,Sales,4,1,4064,0,25,1,1,8189,4064
51,Local-gov,97005,7th-8th,4,Married-civ-spouse,Transport-moving,1,2,0,0,40,1,1,8190,0
40,State-gov,195520,Some-college,10,Never-married,Adm-clerical,5,1,0,0,49,1,1,8191,0
36,Private,189674,Some-college,10,Separated,Other-service,6,1,0,0,40,1,1,8192,0
53,Self-emp-inc,155983,Masters,14,Married-civ-spouse,Sales,1,2,0,0,65,1,0,8193,0
41,Private,149909,HS-grad,9,Married-civ-spouse,Craft-repair,1,2,0,1848,40,1,0,8194,-1848
29,Private,126399,HS-grad,9,Divorced,Sales,5,1,0,0,32,1,1,8195,0
46,Private,169042,10th,6,Never-married,Other-service,3,1,0,0,25,Ecuador,1,8196,0
42,Private,153414,Bachelors,13,Married-civ-spouse,Sales,1,2,0,0,40,1,0,8197,0
59,Private,168569,HS-grad,9,Married-civ-spouse,2,1,2,0,1887,40,1,0,8198,-1887
24,Private,173679,Assoc-voc,11,Married-civ-spouse,Other-service,1,2,0,0,20,1,1,8199,0
32,Private,172375,Bachelors,13,Never-married,Prof-specialty,3,2,0,0,38,1,1,8200,0
21,Private,174907,HS-grad,9,Never-married,Adm-clerical,2,1,0,0,40,1,1,8201,0
31,Private,172304,Some-college,10,Married-civ-spouse,Craft-repair,1,2,0,0,50,1,0,8202,0
19,Private,47577,Some-college,10,Never-married,Transport-moving,3,2,0,0,50,1,1,8203,0
44,Self-emp-inc,168845,HS-grad,9,Married-civ-spouse,Sales,4,1,0,0,60,1,1,8204,0
37,State-gov,24342,Some-college,10,Married-civ-spouse,Exec-managerial,1,2,0,0,38,1,1,8205,0
30,Private,97723,HS-grad,9,Never-married,2,2,2,0,0,45,1,1,8206,0
